"","first_name","last_name","nickname","height_inches","weight_lb","armspan_inches","stance","wins","losses","draws","total_fights","stance2"
"316","Marcos","Bonilla","Murder Marx",70,145,NA,NA,4,4,0,8,NA
"317","Stephan","Bonnar","The American Psycho",76,205,79,"Orthodox",15,9,0,24,"Orthodox"
"318","Rogerio","Bontorin","",65,125,67,"Orthodox",16,3,0,19,"Orthodox"
"319","Ray","Borg","The Tazmexican Devil",64,135,63,"Orthodox",13,5,0,18,"Orthodox"
"320","Igor","Borisov","",72,235,NA,"Orthodox",1,1,0,2,"Orthodox"
"321","Calen","Born","",68,170,72,"Switch",7,1,0,8,"Mixed"
"322","Tanner","Boser","The Bulldozer",74,255,75,"Orthodox",19,7,1,27,"Orthodox"
"323","Steve","Bosse","The Boss",71,205,72,"Orthodox",12,2,0,14,"Orthodox"
"324","Marcus","Bossett","The Grasshopper",73,215,NA,"Orthodox",1,3,0,4,"Orthodox"
"325","Chris","Bostick","",NA,NA,NA,NA,6,3,0,9,NA
"326","Poliana","Botelho","",68,115,67,"Orthodox",8,3,0,11,"Orthodox"
"327","Francois","Botha","White Buffalo",74,260,NA,"Orthodox",0,1,0,1,"Orthodox"
"328","Gregory","Bouchelaghem","",74,183,NA,"Switch",5,4,0,9,"Mixed"
"329","Roy","Boughton","Black Dynamite",72,205,NA,NA,14,8,0,22,NA
"330","Rich","Bouphanouvong","",67,170,NA,NA,1,4,0,5,NA
"331","Mike","Bourke","The Rhino",72,275,NA,"Orthodox",10,16,1,27,"Orthodox"
"332","Jess","Bouscal","",NA,155,NA,NA,3,2,0,5,NA
"333","Tai","Bowden","",71,230,NA,NA,1,1,0,2,NA
"334","Melton","Bowen","The Punisher",72,225,NA,"Orthodox",0,1,0,1,"Orthodox"
"335","Kyron","Bowen","Bullseye",75,185,73,"Orthodox",9,5,0,14,"Orthodox"
"336","Brian","Bowles","",67,135,70,"Orthodox",10,3,0,13,"Orthodox"
"337","Roger","Bowling","Relentless",69,155,68,"Orthodox",12,6,0,18,"Orthodox"
"338","Blake","Bowman","",74,170,NA,NA,2,6,0,8,NA
"339","Ashe","Bowman","The Archer",69,155,NA,NA,9,11,0,20,NA
"340","Colley","Bradford","",67,145,NA,NA,0,1,0,1,NA
"341","Kyle","Bradley","",69,155,71,"Orthodox",19,12,0,31,"Orthodox"
"342","Paul","Bradley","The Gentleman",69,170,NA,"Orthodox",23,8,0,31,"Orthodox"
"343","Sean","Brady","",70,170,72,"Orthodox",14,0,0,14,"Orthodox"
"344","Ebenezer Fontes","Braga","Pitbull",72,199,NA,"Orthodox",13,7,2,22,"Orthodox"
"345","Ramiz","Brahimaj","",70,170,72,"Orthodox",8,3,0,11,"Orthodox"
"346","Joe","Brammer","The South Side Strangler",68,155,NA,"Orthodox",7,3,1,11,"Orthodox"
"347","David","Branch","",73,185,78,"Orthodox",22,6,0,28,"Orthodox"
"348","Diego","Brandao","DB",67,145,64,"Orthodox",22,11,0,33,"Orthodox"
"349","Michael","Bravo","",NA,155,NA,NA,7,4,0,11,NA
"350","Martin","Bravo","El Toro",68,145,71,"Southpaw",11,3,0,14,"Southpaw"
"351","Mike","Breeden","Money",70,155,70,"Orthodox",8,3,0,11,"Orthodox"
"352","Tom","Breese","",75,185,73,"Southpaw",12,3,0,15,"Southpaw"
"353","Chris","Brennan","The Westside Strangler",68,170,NA,"Orthodox",21,13,1,35,"Orthodox"
"354","Charlie","Brenneman","The Spaniard",70,155,70,"Orthodox",19,8,0,27,"Orthodox"
"355","Robert","Breslin","The Bullet",71,155,NA,NA,3,9,0,12,NA
"356","Mack","Brewer","",NA,205,NA,NA,0,1,0,1,NA
"357","Marcos","Brigagao","Ironside",75,205,76,"Southpaw",11,1,0,12,"Southpaw"
"358","Jason","Brilz","Hitman",71,205,71,"Orthodox",22,6,1,29,"Orthodox"
"359","Marcus","Brimage","The Bama Beast",64,135,71,"Southpaw",7,7,0,14,"Southpaw"
"360","Aaron","Brink","",75,205,NA,"Orthodox",26,26,0,52,"Orthodox"
"361","Henry","Briones","Bure",68,135,69,"Orthodox",16,8,1,25,"Orthodox"
"362","Marcelo","Brito","Jungle Boy",73,170,NA,"Orthodox",13,8,0,21,"Orthodox"
"363","Antwain","Britt","The Juggernaut",73,205,77,NA,11,6,0,17,NA
"364","Drew","Brokenshire","",NA,NA,NA,NA,16,6,0,22,NA
"365","Mike","Bronzoulis","The Greek",72,155,NA,NA,18,9,1,28,NA
"366","Jonathan","Brookins","",72,145,74,"Southpaw",16,10,0,26,"Southpaw"
"367","Will","Brooks","Ill",70,155,72,"Orthodox",18,4,0,22,"Orthodox"
"368","Jarred","Brooks","The Monkey God",63,125,62,"Switch",13,2,0,15,"Mixed"
"369","Rob","Broughton","The Bear",74,265,74,"Orthodox",16,7,1,24,"Orthodox"
"370","Lee","Brousseau","Manimal",73,205,NA,NA,5,3,0,8,NA
"371","Matt","Brown","The Immortal",72,170,75,"Orthodox",24,18,0,42,"Orthodox"
"372","Mike","Brown","",66,145,70,"Orthodox",26,9,0,35,"Orthodox"
"373","Dominic","Brown","",71,190,NA,NA,16,23,0,39,NA
"374","Todd","Brown","Bulldog",71,205,NA,"Orthodox",16,4,0,20,"Orthodox"
"375","Terrell","Brown","",NA,185,NA,NA,3,1,0,4,NA
"376","Chris","Brown","",NA,170,NA,NA,10,1,0,11,NA
"377","Frederick","Brown","",72,235,NA,NA,3,2,0,5,NA
"378","Randy","Brown","Rudeboy",75,170,78,"Orthodox",12,4,0,16,"Orthodox"
"379","Damien","Brown","Beatdown",70,155,68,"Orthodox",17,12,0,29,"Orthodox"
"380","TJ","Brown","Downtown",69,145,72,"Switch",14,8,0,22,"Mixed"
"381","Humberto","Brown Morrison","",70,145,NA,NA,4,6,0,10,NA
"382","Travis","Browne","Hapa",78,255,79,"Orthodox",18,7,1,26,"Orthodox"
"383","Junie","Browning","",69,155,NA,"Orthodox",5,6,0,11,"Orthodox"
"384","Jules","Bruchez","",72,205,NA,"Southpaw",1,2,0,3,"Southpaw"
"385","Justin","Bruckmann","Loaf",69,170,NA,"Orthodox",7,3,0,10,"Orthodox"
"386","Cody","Brundage","",72,205,72,"Orthodox",5,1,0,6,"Orthodox"
"387","Steve","Bruno","Hollywood",70,170,NA,"Orthodox",15,6,0,21,"Orthodox"
"388","Fernando","Bruno","Acougueiro",66,145,NA,NA,15,4,0,19,NA
"389","Derek","Brunson","",73,185,77,"Southpaw",21,7,0,28,"Southpaw"
"390","Josh","Bryant","The Beast",70,185,NA,"Orthodox",15,4,0,19,"Orthodox"
"391","Dennis","Bryant","The Beard",72,205,NA,"Orthodox",5,2,0,7,"Orthodox"
"392","Justin","Buchholz","",72,155,73,"Orthodox",15,10,0,25,"Orthodox"
"393","Zak","Bucia","",70,170,NA,NA,17,8,0,25,NA
"394","Courtney","Buck","",70,135,NA,"Orthodox",12,11,0,23,"Orthodox"
"395","Joaquin","Buckley","New Mansa",70,185,76,"Southpaw",12,4,0,16,"Southpaw"
"396","Julia","Budd","",67,145,67,NA,10,2,0,12,NA
"397","Mike","Budnik","",69,145,68,"Orthodox",13,4,0,17,"Orthodox"
"398","Francisco","Bueno","",69,225,NA,"Orthodox",5,2,0,7,"Orthodox"
"399","Mayra","Bueno Silva","Sheetara",66,135,66,"Orthodox",7,1,1,9,"Orthodox"
"400","Paul","Buentello","The Headhunter",74,245,77,"Orthodox",35,17,0,52,"Orthodox"
"401","Modestas","Bukauskas","The Baltic Gladiator",75,205,78,"Switch",11,3,0,14,"Mixed"
"402","Lee Kwan","Bum","",74,286,NA,"Orthodox",0,1,0,1,"Orthodox"
"403","Josh","Bumgarner","",73,170,NA,NA,6,4,0,10,NA
"404","Shawn","Bunch","Bunch the Great",65,135,NA,NA,7,3,0,10,NA
"405","Wuliji","Buren","Beast Master",69,135,69,"Orthodox",9,6,0,15,"Orthodox"
"406","Shane","Burgos","Hurricane",71,145,75,"Orthodox",13,2,0,15,"Orthodox"
"407","Joshua","Burkman","The People's Warrior",70,170,72,"Orthodox",28,16,0,44,"Orthodox"
"408","Mads","Burnell","",68,145,69,"Orthodox",9,3,0,12,"Orthodox"
"409","Mikey","Burnett","The Eastside Assassin",66,170,NA,"Orthodox",5,2,0,7,"Orthodox"
"410","Kevin","Burns","The Fire",70,170,74,"Orthodox",12,7,0,19,"Orthodox"
"411","Gilbert","Burns","Durinho",70,170,71,"Orthodox",19,4,0,23,"Orthodox"
"412","Josh","Burns","The Hammer",73,244,NA,NA,8,10,0,18,NA
"413","Herbert","Burns","The Blaze",69,145,73,"Orthodox",11,3,0,14,"Orthodox"
"414","Derrick","Burnsed","",NA,155,NA,NA,1,0,3,4,NA
"415","Nah-Shon","Burrell","The Rock n Rolla",71,170,NA,"Orthodox",15,7,0,22,"Orthodox"
"416","Martin","Buschkamp","",69,145,NA,"Orthodox",9,0,0,9,"Orthodox"
"417","George","Bush","",73,205,NA,NA,5,2,0,7,NA
"418","Bubba","Bush","The Fightin' Texas Aggie",72,185,NA,"Orthodox",8,3,0,11,"Orthodox"
"419","Murilo","Bustamante","",74,183,NA,"Orthodox",15,8,1,24,"Orthodox"
"420","Nick","Bustamante","",69,170,NA,NA,5,3,0,8,NA
"421","Eduardo","Bustillos","",68,135,NA,NA,5,3,0,8,NA
"422","Jason","Butcher","",75,185,NA,NA,10,2,0,12,NA
"423","Todd","Butler","",73,200,NA,"Southpaw",1,4,0,5,"Southpaw"
"424","Goldman","Butler","",NA,NA,NA,NA,1,4,0,5,NA
"425","Ian","Butler","",68,155,NA,NA,3,3,0,6,NA
"426","Raphael","Butler","The Silencer",75,261,NA,NA,9,2,1,12,NA
"427","JP","Buys","",65,125,67,"Orthodox",9,2,0,11,"Orthodox"
"428","Cheyanne","Buys","",63,115,63,"Switch",5,1,0,6,"Mixed"
"429","Dennis","Buzukja","The Great",69,145,71,"Switch",4,2,0,6,"Mixed"
"430","Charles","Byrd","Kid Dynamite",70,185,73,"Orthodox",10,7,0,17,"Orthodox"
"431","Steve","Byrnes","The Sergeant",72,170,NA,"Orthodox",6,1,0,7,"Orthodox"
"432","Michael","Byrnes","",71,155,NA,NA,5,3,0,8,NA
"433","Yan","Cabral","",71,155,73,"Orthodox",13,3,0,16,"Orthodox"
"434","Alvin","Cacdac","",66,125,NA,"Orthodox",18,13,0,31,"Orthodox"
"435","Alex","Caceres","Bruce Leeroy",70,145,73,"Southpaw",18,12,0,30,"Southpaw"
"436","Vince","Cachero","The Anomaly",66,145,68,"Orthodox",7,4,0,11,"Orthodox"
"437","Priscila","Cachoeira","Zombie Girl",67,135,65,"Orthodox",9,3,0,12,"Orthodox"
"438","Travis","Calanoc","The Dark Knight",68,145,NA,"Orthodox",5,1,0,6,"Orthodox"
"439","Ricky","Calatayud","",69,125,NA,NA,16,2,0,18,NA
"440","Joanne","Calderwood","JoJo",66,125,65,"Orthodox",15,5,0,20,"Orthodox"
"441","Darrion","Caldwell","The Wolf",70,135,NA,NA,10,1,0,11,NA
"442","Taylor","Callens","",70,155,NA,NA,6,0,0,6,NA
"443","Cynthia","Calvillo","",64,125,64,"Orthodox",9,2,1,12,"Orthodox"
"444","Joe","Camacho","",69,155,NA,"Orthodox",13,19,3,35,"Orthodox"
"445","Frank","Camacho","The Crank",70,170,73,"Orthodox",22,9,0,31,"Orthodox"
"446","Fabricio","Camoes","Morango",70,155,71,"Orthodox",14,9,1,24,"Orthodox"
"447","Chris","Camozzi","",74,185,75,"Orthodox",24,13,0,37,"Orthodox"
"448","Brian","Camozzi","Mantis",74,170,78,"Orthodox",7,5,0,12,"Orthodox"
"449","Mike","Campbell","The Beast",69,155,NA,"Southpaw",13,4,0,17,"Southpaw"
"450","Thomas","Campbell","",NA,NA,NA,NA,3,3,0,6,NA
"451","Shane","Campbell","Shaolin",72,155,71,"Orthodox",14,6,0,20,"Orthodox"
"452","John","Campetella","",69,235,NA,"Orthodox",0,1,0,1,"Orthodox"
"453","Wagner","Campos","Galeto",66,145,NA,"Southpaw",12,10,0,22,"Southpaw"
"454","Derek","Campos","The Stallion",69,155,NA,NA,19,6,0,25,NA
"455","Will","Campuzano","",69,125,70,"Orthodox",14,6,0,20,"Orthodox"
"456","Aleksa","Camur","",73,205,74,"Orthodox",6,1,0,7,"Orthodox"
"457","Chico","Camus","The King",66,125,66,"Orthodox",17,7,0,24,"Orthodox"
"458","Asbel","Cancio","",70,225,NA,NA,0,1,0,1,NA
"459","Carlos","Candelario","The Cannon",68,125,67,"Southpaw",6,0,0,6,"Southpaw"
"460","Ronaldo","Candido","Pacman",66,125,NA,"Southpaw",6,0,0,6,"Southpaw"
"461","Luiz","Cane","Banha",74,185,77,"Southpaw",17,7,0,24,"Southpaw"
"462","Guido","Cannetti","Ninja",66,135,68,"Southpaw",8,6,0,14,"Southpaw"
"463","Jared","Cannonier","The Killa Gorilla",71,185,77,"Switch",13,5,0,18,"Mixed"
"464","Jose","Canseco","",76,240,NA,"Orthodox",0,1,0,1,"Orthodox"
"465","Cody","Canterbury","",68,155,NA,NA,1,10,0,11,NA
"466","Bo","Cantrell","Redrum",74,235,NA,"Orthodox",10,10,0,20,"Orthodox"
"467","Steve","Cantwell","The Robot",74,185,75,"Orthodox",7,6,0,13,"Orthodox"
"468","Phil","Caracappa","The Hitman",68,135,70,"Orthodox",6,1,0,7,"Orthodox"
"469","Frank","Caracci","",NA,NA,NA,NA,2,3,0,5,NA
"470","Gina","Carano","Conviction",68,145,NA,"Orthodox",7,1,0,8,"Orthodox"
"471","Dos","Caras Jr.","",76,225,NA,"Orthodox",9,5,0,14,"Orthodox"
"472","Bryan","Caraway","Kid Lightning",68,135,68,"Orthodox",21,9,0,30,"Orthodox"
"473","Remo","Cardarelli","",NA,135,NA,NA,7,5,0,12,NA
"474","Phil","Cardella","",71,155,NA,NA,8,5,0,13,NA
"475","Edgar","Cardenas","Kitty Katt",NA,145,NA,NA,4,1,0,5,NA
"476","Chris","Cariaso","Kamikaze",63,125,64,"Southpaw",17,8,0,25,"Southpaw"
"477","Ronald","Carillo","",NA,125,NA,NA,4,2,0,6,NA
"478","Rafael","Carino","",80,245,NA,"Orthodox",2,1,1,4,"Orthodox"
"479","Don","Carlo-Clauss","",NA,170,NA,NA,10,7,0,17,NA
"480","Antonio","Carlos Junior","Cara de Sapato",74,185,79,"Orthodox",11,5,0,16,"Orthodox"
"481","Spike","Carlyle","Alpha Ginger",68,145,71,"Switch",9,3,0,12,"Mixed"
"482","Francis","Carmont","Limitless",75,205,78,"Orthodox",25,12,0,37,"Orthodox"
"483","Liz","Carmouche","Girlrilla",66,125,66,"Orthodox",13,7,0,20,"Orthodox"
"484","Roan","Carneiro","Jucao",71,170,76,"Orthodox",21,11,0,32,"Orthodox"
"485","Ariane","Carnelossi","Sorriso",62,115,61,"Orthodox",12,2,0,14,"Orthodox"
"486","Luana","Carolina","Dread",66,125,69,"Orthodox",6,2,0,8,"Orthodox"
"487","Tim","Caron","The Bear",73,185,NA,"Orthodox",7,1,0,8,"Orthodox"
"488","Gabriel","Carrasco","",66,135,NA,NA,7,0,0,7,NA
"489","Cody","Carrillo","",70,155,NA,NA,11,16,0,27,NA
"490","Cain","Carrizosa","The Insane",68,155,NA,"Orthodox",10,3,0,13,"Orthodox"
"491","Roger","Carroll","The Leprechaun",70,170,NA,NA,16,14,0,30,NA
"492","Jonny","Carson","",70,155,NA,NA,11,7,0,18,NA
"493","Scott","Carson","",74,215,NA,NA,4,2,0,6,NA
"494","Shonie","Carter","Mr. International",70,170,NA,"Southpaw",51,31,7,89,"Southpaw"
"495","Bruno","Carvalho","",68,154,NA,NA,10,5,0,15,NA
"496","Antonio","Carvalho","Pato",69,145,70,"Orthodox",15,6,0,21,"Orthodox"
"497","Rafael","Carvalho","",75,185,NA,NA,14,1,0,15,NA
"498","Shane","Carwin","The Engineer",74,265,80,"Orthodox",12,2,0,14,"Orthodox"
"499","Johnny","Case","Hollywood",70,155,72,"Orthodox",22,6,0,28,"Orthodox"
"500","Kevin","Casey","King",71,185,77,"Southpaw",9,5,2,16,"Southpaw"
"501","Cortney","Casey","Cast Iron",67,135,67,"Orthodox",9,8,0,17,"Orthodox"
"502","Brandon","Cash","Money",77,255,NA,"Orthodox",10,4,0,14,"Orthodox"
"503","Bendy","Casimir","",65,145,NA,"Southpaw",20,14,2,36,"Southpaw"
"504","Dwayne","Cason","",70,212,NA,"Orthodox",1,1,0,2,"Orthodox"
"505","Joe","Cason","",75,205,NA,NA,9,1,0,10,NA
"506","John","Castaneda","Sexy Mexi",66,135,71,"Switch",18,5,0,23,"Mixed"
"507","Eric","Castile","",68,145,NA,NA,3,2,0,5,NA
"508","Gil","Castillo","",69,170,NA,"Southpaw",8,5,0,13,"Southpaw"
"509","Danny","Castillo","Last Call",69,155,71,"Orthodox",17,10,0,27,"Orthodox"
"510","Raul","Castillo","",71,185,NA,"Orthodox",7,1,0,8,"Orthodox"
"511","Jenna","Castillo","",62,125,NA,NA,1,0,0,1,NA
"512","Tim","Catalfo","Obake",71,235,NA,"Orthodox",4,2,0,6,"Orthodox"
"513","Nick","Catone","The Jersey Devil",72,185,72,"Southpaw",10,4,0,14,"Southpaw"
"514","Luke","Caudillo","Lil' Hulk",67,155,NA,"Orthodox",17,17,0,34,"Orthodox"
"515","Gesias","Cavalcante","JZ",68,155,71,"Orthodox",21,10,1,32,"Orthodox"
"516","Rafael","Cavalcante","Feijao",73,205,74,"Orthodox",12,7,0,19,"Orthodox"
"517","Magnus","Cedenblad","Jycken",77,185,79,"Orthodox",14,5,0,19,"Orthodox"
"518","Yosdenis","Cedeno","Pink Panther",68,155,69,"Orthodox",10,6,1,17,"Orthodox"
"519","Henry","Cejudo","The Messenger",64,135,64,"Orthodox",16,2,0,18,"Orthodox"
"520","Adam","Cella","El Naturel",74,170,NA,NA,6,8,0,14,NA
"521","Donald","Cerrone","Cowboy",73,155,73,"Orthodox",36,15,0,51,"Orthodox"
"522","Jared","Chaffee","",70,155,NA,NA,5,2,0,7,NA
"523","Luan","Chagas","Tarzan",72,170,75,"Orthodox",15,3,1,19,"Orthodox"
"524","Ansar","Chalangov","",69,170,NA,"Orthodox",14,5,0,19,"Orthodox"
"525","Alex","Chambers","Astro Girl",63,115,63,"Southpaw",5,5,0,10,"Southpaw"
"526","Michael","Chandler","Iron",68,155,71,"Orthodox",22,5,0,27,"Orthodox"
"527","Donnie","Chappell","",71,178,NA,"Southpaw",0,1,0,1,"Southpaw"
"528","Joe","Charles","The Ghetto Man",73,260,NA,"Southpaw",6,13,0,19,"Southpaw"
"529","Dan","Charles","The Man",74,228,NA,NA,10,6,1,17,NA
"530","Ernest","Chavez","EJ",68,145,70,"Orthodox",10,2,0,12,"Orthodox"
"531","Emilio","Chavez","",69,145,NA,NA,12,9,0,21,NA
"532","Danny","Chavez","The Colombian Warrior",68,145,67,"Orthodox",11,4,0,15,"Orthodox"
"533","Gabriel","Checco","Zangief",73,185,NA,"Switch",10,2,0,12,"Mixed"
"534","Albert","Cheng","",71,170,NA,"Orthodox",7,4,0,11,"Orthodox"
"535","Fabio","Cherant","",73,205,NA,"Southpaw",4,1,0,5,"Southpaw"
"536","Ion","Cherdivara","",NA,205,NA,NA,1,1,0,2,NA
"537","Mark","Cherico","The Pride of Bloomfield",67,145,69,"Orthodox",11,1,0,12,"Orthodox"
"538","Macy","Chiasson","",71,135,72,"Orthodox",7,1,0,8,"Orthodox"
"539","Michael","Chiesa","Maverick",73,170,75,"Southpaw",18,4,0,22,"Southpaw"
"540","Giga","Chikadze","",72,145,74,"Orthodox",12,2,0,14,"Orthodox"
"541","Khamzat","Chimaev","Borz",74,170,75,"Orthodox",9,0,0,9,"Orthodox"
"542","Sako","Chivitchian","",71,155,NA,NA,8,1,0,9,NA
"543","Mu Bae","Choi","",74,230,NA,"Orthodox",12,6,0,18,"Orthodox"
"544","Hong Man","Choi","Techno Goliath",86,330,NA,"Orthodox",4,5,0,9,"Orthodox"
"545","Dooho","Choi","The Korean Superboy",70,145,70,"Orthodox",14,4,0,18,"Orthodox"
"546","SeungWoo","Choi","Sting",72,145,74,"Orthodox",9,3,0,12,"Orthodox"
"547","John","Cholish","",71,155,74,"Orthodox",8,3,0,11,"Orthodox"
"548","Ryo","Chonan","Piranah",69,170,70,"Orthodox",22,13,0,35,"Orthodox"
"549","Katlyn","Chookagian","Blonde Fighter",69,125,68,"Orthodox",15,4,0,19,"Orthodox"
"550","Will","Chope","The Kill",76,145,NA,"Switch",34,13,0,47,"Mixed"
"551","Joachim","Christensen","",75,205,76,"Orthodox",14,6,0,20,"Orthodox"
"552","Dan","Christison","The Sandman",80,265,NA,"Orthodox",20,7,0,27,"Orthodox"
"553","Anthony","Christodoulou","",69,155,NA,"Orthodox",12,7,0,19,"Orthodox"
"554","Murad","Chunkaiev","",71,185,NA,"Orthodox",8,4,0,12,"Orthodox"
"555","Cameron","Church","",71,155,72,"Orthodox",4,1,0,5,"Orthodox"
"556","Steven","Ciaccio","Stryker",72,170,NA,NA,4,4,0,8,NA
"557","Mike","Ciesnolevicz","",72,235,NA,"Orthodox",19,4,0,23,"Orthodox"
"558","Hannah","Cifers","Shockwave",61,115,62,"Orthodox",10,7,0,17,"Orthodox"
"559","Branko","Cikatic","",73,215,NA,"Orthodox",0,2,0,2,"Orthodox"
"560","Nikolajus","Cilkinas","",NA,NA,NA,"Orthodox",2,6,0,8,"Orthodox"
"561","Misha","Cirkunov","",75,205,77,"Orthodox",15,5,0,20,"Orthodox"
"562","Johnny","Cisneros","The Tattooed Terror",71,170,NA,NA,9,6,0,15,NA
"563","Laverne","Clark","",71,170,NA,"Orthodox",27,21,1,49,"Orthodox"
"564","Logan","Clark","",74,185,NA,"Orthodox",18,6,0,24,"Orthodox"
"565","Mychal","Clark","",75,224,NA,"Orthodox",10,14,0,24,"Orthodox"
"566","Dominic","Clark","",70,155,NA,NA,10,7,0,17,NA
"567","Heather","Clark","Hurricane",66,115,64,"Orthodox",7,6,0,13,"Orthodox"
"568","Devin","Clark","Brown Bear",72,205,75,"Orthodox",12,5,0,17,"Orthodox"
"569","Jessica-Rose","Clark","",65,125,64,"Orthodox",10,6,0,16,"Orthodox"
"570","John","Clarke","",NA,170,NA,NA,1,1,0,2,NA
"571","Mitch","Clarke","Danger Zone",70,155,73,"Orthodox",11,5,0,16,"Orthodox"
"572","Rich","Clementi","No Love",69,155,72,"Southpaw",45,23,1,69,"Southpaw"
"573","Chris","Clements","The Menace",70,170,70,"Orthodox",12,6,0,18,"Orthodox"
"574","RJ","Clifford","",NA,160,NA,NA,4,3,0,7,NA
"575","Josh","Clopton","The Gentleman",66,145,NA,"Orthodox",6,2,1,9,"Orthodox"
"576","Brian","Cobb","",71,155,NA,"Orthodox",20,9,0,29,"Orthodox"
"577","Darryl","Cobb","",69,185,NA,NA,6,8,0,14,NA
"578","Dave","Cochran","",66,155,NA,NA,26,29,1,56,NA
"579","Dakota","Cochrane","",68,155,NA,NA,29,12,0,41,NA
"580","Marloes","Coenen","",69,145,67,NA,23,8,0,31,NA
"581","Marc","Cofer","",NA,185,NA,NA,7,5,0,12,NA
"582","John","Cofer","The Potter",69,155,NA,"Southpaw",8,4,0,12,"Southpaw"
"583","Chris","Coggins","",NA,NA,NA,NA,7,10,0,17,NA
"584","Felipe","Colares","Cabocao",68,135,69,"Orthodox",9,2,0,11,"Orthodox"
"585","Wayne","Cole","",73,205,NA,"Orthodox",16,25,0,41,"Orthodox"
"586","Devin","Cole","",76,240,NA,"Orthodox",20,10,1,31,"Orthodox"
"587","Coltin","Cole","",NA,185,NA,NA,4,5,0,9,NA
"588","Ivan","Cole","JP",69,135,NA,NA,2,3,0,5,NA
"589","Mark","Coleman","The Hammer",73,205,75,"Orthodox",16,10,0,26,"Orthodox"
"590","Cortez","Coleman","Hollywood",73,185,NA,NA,13,8,0,21,NA
"591","Clay","Collard","Cassius",71,145,73,"Orthodox",14,7,0,21,"Orthodox"
"592","Jamie","Colleen","",63,115,65,"Orthodox",4,1,0,5,"Orthodox"
"593","Jake","Collier","The Prototype",75,230,78,"Orthodox",12,5,0,17,"Orthodox"
"594","Christian","Colombo","",77,265,NA,"Orthodox",8,3,1,12,"Orthodox"
"595","Wes","Combs","The Soldier",74,205,NA,"Orthodox",20,6,0,26,"Orthodox"
"596","Carlos","Condit","The Natural Born Killer",74,170,75,"Orthodox",32,13,0,45,"Orthodox"
"597","Chris","Condo","",72,335,NA,"Orthodox",0,1,0,1,"Orthodox"
"598","Tristan","Connelly","Boondock",70,170,68,"Orthodox",14,6,0,20,"Orthodox"
"599","Marcos","Conrado Jr.","",74,220,NA,"Orthodox",5,1,0,6,"Orthodox"
"600","Jeremiah","Constant","",73,240,NA,"Orthodox",11,8,0,19,"Orthodox"
"601","Jonathan","Contrestano","JT",NA,155,NA,NA,6,0,0,6,NA
"602","Bob","Cook","Crazy",69,170,NA,"Orthodox",5,0,0,5,"Orthodox"
"603","Mike","Cook","",73,205,NA,"Orthodox",13,13,0,26,"Orthodox"
"604","Chad","Cook","",74,205,NA,NA,10,12,0,22,NA
"605","TJ","Cook","",NA,205,NA,NA,13,5,0,18,NA
"606","Dewey","Cooper","The Black Cobra",NA,205,NA,NA,2,1,0,3,NA
"607","Brett","Cooper","",72,170,NA,"Orthodox",23,12,0,35,"Orthodox"
"608","Bill","Cooper","",NA,155,NA,NA,2,1,0,3,NA
"609","Bobby","Cooper","Super Duper",73,155,NA,NA,12,7,0,19,NA
"610","Amanda","Cooper","ABC",63,115,64,"Switch",3,5,0,8,"Mixed"
"611","Kit","Cope","Havoc",72,170,NA,"Orthodox",6,7,0,13,"Orthodox"
"612","Chris","Cope","C-Murder",72,170,72,"Orthodox",8,4,0,12,"Orthodox"
"613","Josh","Copeland","Cuddly Bear",73,265,NA,"Orthodox",12,4,0,16,"Orthodox"
"614","Michael","Cora","Kookie Monster",73,170,77,"Southpaw",4,1,0,5,"Southpaw"
"615","Akira","Corassani","",68,145,68,"Orthodox",12,6,0,18,"Orthodox"
"616","Muhsin","Corbbrey","",70,155,NA,"Orthodox",17,9,0,26,"Orthodox"
"617","Daniel","Cormier","DC",71,235,72,"Orthodox",22,3,0,25,"Orthodox"
"618","Clint","Coronel","",NA,155,NA,NA,2,5,0,7,NA
"619","Henry","Corrales","",69,145,NA,NA,13,3,0,16,NA
"620","Bethe","Correia","Pitbull",65,135,64,"Orthodox",11,5,1,17,"Orthodox"
"621","Wesley","Correira","Cabbage",75,260,NA,"Orthodox",20,16,0,36,"Orthodox"
"622","Tracy","Cortez","",65,135,65,"Orthodox",8,1,0,9,"Orthodox"
"623","Chad","Corvin","The Brave Warrior",77,255,NA,NA,5,0,0,5,NA
"624","Louis","Cosce","",69,170,71,"Orthodox",7,1,0,8,"Orthodox"
"625","Orion","Cosce","Galaxy",71,170,71,"Switch",7,0,0,7,"Mixed"
"626","Miguel","Cosio","",76,205,NA,NA,1,13,0,14,NA
"627","Jadson","Costa","",67,155,NA,"Orthodox",22,8,0,30,"Orthodox"
"628","Guilherme","Costa","The Prodigy",NA,155,NA,NA,7,1,0,8,NA
"629","Paulo","Costa","The Eraser",73,185,72,"Orthodox",13,1,0,14,"Orthodox"
"630","Randy","Costa","The Zohan",69,135,73,"Switch",6,1,0,7,"Mixed"
"631","Oscar","Cota","Elevation",72,230,72,"Orthodox",11,3,0,14,"Orthodox"
"632","Patrick","Cote","The Predator",71,170,75,"Orthodox",23,11,0,34,"Orthodox"
"633","JC","Cottrell","",69,155,NA,"Orthodox",17,5,0,22,"Orthodox"
"634","JR","Coughran","Bam Bam",66,145,NA,"Orthodox",4,1,0,5,"Orthodox"
"635","Rashad","Coulter","Daywalker",71,205,76,"Orthodox",9,4,0,13,"Orthodox"
